日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20260228,8303,ＳＢＩ新生銀行,プライム（内国株式）,7050,銀行業,15,銀行,4,TOPIX Mid400
20260228,8304,あおぞら銀行,プライム（内国株式）,7050,銀行業,15,銀行,4,TOPIX Mid400
20260228,8306,三菱ＵＦＪフィナンシャル・グループ,プライム（内国株式）,7050,銀行業,15,銀行,1,TOPIX Core30
20260228,8308,りそなホールディングス,プライム（内国株式）,7050,銀行業,15,銀行,2,TOPIX Large70
20260228,8309,三井住友トラストグループ,プライム（内国株式）,7050,銀行業,15,銀行,2,TOPIX Large70
20260228,8316,三井住友フィナンシャルグループ,プライム（内国株式）,7050,銀行業,15,銀行,1,TOPIX Core30
20260228,8331,千葉銀行,プライム（内国株式）,7050,銀行業,15,銀行,4,TOPIX Mid400
20260228,8334,群馬銀行,プライム（内国株式）,7050,銀行業,15,銀行,4,TOPIX Mid400
20260228,8336,武蔵野銀行,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20260228,8337,千葉興業銀行,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20260228,8338,筑波銀行,プライム（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
20260228,8341,七十七銀行,プライム（内国株式）,7050,銀行業,15,銀行,4,TOPIX Mid400
20260228,8343,秋田銀行,プライム（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
20260228,8344,山形銀行,プライム（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
20260228,8345,岩手銀行,プライム（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
20260228,8346,東邦銀行,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20260228,8349,東北銀行,スタンダード（内国株式）,7050,銀行業,15,銀行,-,-
20260228,8354,ふくおかフィナンシャルグループ,プライム（内国株式）,7050,銀行業,15,銀行,4,TOPIX Mid400
20260228,8358,スルガ銀行,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20260228,8359,八十二長野銀行,プライム（内国株式）,7050,銀行業,15,銀行,4,TOPIX Mid400
20260228,8360,山梨中央銀行,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20260228,8361,大垣共立銀行,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20260228,8362,福井銀行,プライム（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
20260228,8364,清水銀行,プライム（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
20260228,8365,富山銀行,スタンダード（内国株式）,7050,銀行業,15,銀行,-,-
20260228,8366,滋賀銀行,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20260228,8367,南都銀行,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20260228,8368,百五銀行,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20260228,8370,紀陽銀行,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20260228,8377,ほくほくフィナンシャルグループ,プライム（内国株式）,7050,銀行業,15,銀行,4,TOPIX Mid400
20260228,8381,山陰合同銀行,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20260228,8383,鳥取銀行,スタンダード（内国株式）,7050,銀行業,15,銀行,-,-
20260228,8386,百十四銀行,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20260228,8387,四国銀行,プライム（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
20260228,8388,阿波銀行,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20260228,8392,大分銀行,プライム（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
20260228,8393,宮崎銀行,プライム（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
20260228,8395,佐賀銀行,プライム（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
20260228,8399,琉球銀行,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20260228,8410,セブン銀行,プライム（内国株式）,7050,銀行業,15,銀行,4,TOPIX Mid400
20260228,8411,みずほフィナンシャルグループ,プライム（内国株式）,7050,銀行業,15,銀行,1,TOPIX Core30
20260228,8416,高知銀行,スタンダード（内国株式）,7050,銀行業,15,銀行,-,-
20260228,8418,山口フィナンシャルグループ,プライム（内国株式）,7050,銀行業,15,銀行,4,TOPIX Mid400
20260228,8421,信金中央金庫　優先出資証券,出資証券,-,-,-,-,-,-
20260228,8424,芙蓉総合リース,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行）,4,TOPIX Mid400
20260228,8425,みずほリース,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行）,6,TOPIX Small 1
20260228,8439,東京センチュリー,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行）,4,TOPIX Mid400
20260228,8473,ＳＢＩホールディングス,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,4,TOPIX Mid400
20260228,8508,Ｊトラスト,スタンダード（内国株式）,7200,その他金融業,16,金融（除く銀行）,-,-
20260228,8511,日本証券金融,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行）,6,TOPIX Small 1
20260228,8515,アイフル,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行）,6,TOPIX Small 1
20260228,8518,日本アジア投資,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20260228,8522,名古屋銀行,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20260228,8524,北洋銀行,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20260228,8537,大光銀行,スタンダード（内国株式）,7050,銀行業,15,銀行,-,-
20260228,8541,愛媛銀行,プライム（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
20260228,8542,トマト銀行,スタンダード（内国株式）,7050,銀行業,15,銀行,-,-
20260228,8544,京葉銀行,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20260228,8550,栃木銀行,プライム（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
20260228,8551,北日本銀行,プライム（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
20260228,8558,東和銀行,プライム（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
20260228,8562,福島銀行,スタンダード（内国株式）,7050,銀行業,15,銀行,-,-
20260228,8563,大東銀行,スタンダード（内国株式）,7050,銀行業,15,銀行,-,-
20260228,8566,リコーリース,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行）,6,TOPIX Small 1
20260228,8570,イオンフィナンシャルサービス,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行）,4,TOPIX Mid400
20260228,8572,アコム,スタンダード（内国株式）,7200,その他金融業,16,金融（除く銀行）,4,TOPIX Mid400
20260228,8584,ジャックス,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行）,6,TOPIX Small 1
20260228,8585,オリエントコーポレーション,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行）,6,TOPIX Small 1
20260228,8591,オリックス,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行）,2,TOPIX Large70
20260228,8593,三菱ＨＣキャピタル,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行）,4,TOPIX Mid400
20260228,8595,ジャフコ　グループ,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,4,TOPIX Mid400
20260228,8596,九州リースサービス,スタンダード（内国株式）,7200,その他金融業,16,金融（除く銀行）,-,-
20260228,8600,トモニホールディングス,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20260228,8601,大和証券グループ本社,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,4,TOPIX Mid400
20260228,8604,野村ホールディングス,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,2,TOPIX Large70
20260228,8609,岡三証券グループ,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,6,TOPIX Small 1
20260228,8613,丸三証券,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,6,TOPIX Small 1
20260228,8614,東洋証券,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,7,TOPIX Small 2
20260228,8616,東海東京フィナンシャル・ホールディングス,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,6,TOPIX Small 1
20260228,8617,光世証券,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20260228,8622,水戸証券,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,7,TOPIX Small 2
20260228,8624,いちよし証券,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,7,TOPIX Small 2
20260228,8628,松井証券,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,6,TOPIX Small 1
20260228,8630,ＳＯＭＰＯホールディングス,プライム（内国株式）,7150,保険業,16,金融（除く銀行）,2,TOPIX Large70
20260228,8697,日本取引所グループ,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行）,2,TOPIX Large70
20260228,8698,マネックスグループ,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,6,TOPIX Small 1
20260228,8699,ＨＳホールディングス,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20260228,8700,丸八証券,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20260228,8704,トレイダーズホールディングス,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20260228,8705,日産証券グループ,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20260228,8706,極東証券,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,6,TOPIX Small 1
20260228,8707,岩井コスモホールディングス,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,6,TOPIX Small 1
20260228,8708,アイザワ証券グループ,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,7,TOPIX Small 2
20260228,8713,フィデアホールディングス,プライム（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
20260228,8714,池田泉州ホールディングス,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20260228,8715,アニコム　ホールディングス,プライム（内国株式）,7150,保険業,16,金融（除く銀行）,6,TOPIX Small 1
20260228,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,プライム（内国株式）,7150,保険業,16,金融（除く銀行）,2,TOPIX Large70
20260228,8729,ソニーフィナンシャルグループ,プライム（内国株式）,7150,保険業,16,金融（除く銀行）,1,TOPIX Core30
20260228,8737,あかつき本社,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20260228,8739,スパークス・グループ,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,7,TOPIX Small 2
20260228,8742,小林洋行,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20260228,8746,ｕｎｂａｎｋｅｄ,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20260228,8747,豊トラスティ証券,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20260228,8750,第一生命ホールディングス,プライム（内国株式）,7150,保険業,16,金融（除く銀行）,2,TOPIX Large70
